"","EpisodeLines","Cumulative_episode","Season","Episode_no"
"13091","Farnsworth: I'm a professor! Why isn't anyone listening to me? You can't go in because you'll melt. The fossil only has a chance because it's made of dolomite.
",61,4,7
"13092","Bender: I'm 40% dolomite! [He bangs his chest and dives in. His hat and cape float on the surface and everyone gasps. Bender swims through the lava and his casing starts to come apart.] Oh, it's hot! It's very hot!
",61,4,7
"13093","Cryogenisist: Ugh! I am one hungover cryogenisist. Just throw that mutt in the freezer till his owners get here.
",61,4,7
"13094","Plumber: You can't solve all your problems by freezing them, boss.
",61,4,7
"13095","Cryogenisist: I think you're forgetting our motto.
",61,4,7
"13096","Mr. Fry: Are you the cryogenisist who called about our son's dog?
",61,4,7
"13097","Cryogenisist: Oh, you must be the Frys. Yeah, he's right over there.
",61,4,7
"13098","Mrs. Fry: Sorry we're late. We all got sick from eating bad baloney.
",61,4,7
"13099","Mr. Fry: Y2K!
",61,4,7
"13100","Mrs. Fry: What's he so worked up about?
",61,4,7
"13101","Mr. Fry: He's just upset 'cause our boy's missing. [He clips a lead onto Seymour.] C'mon, you overgrown rat. Lead us to Philip.
",61,4,7
"13102","Leela: Bender's been down there too long. I'm going in after him.
",61,4,7
"13103","Farnsworth: Professor! Lava! Hot!
",61,4,7
"13104","Fry: This is all my fault. I let my best friend risk his life just to get my dead dog back. [He cries. The ground starts to shake and Bender erupts through it with Seymour.] Bender!
",61,4,7
"13105","Bender: And that is why they call me Bender the Magnificent! [His eyes melt and fall out.] Hey, where'd everybody go?
",61,4,7
"13106","Bender: OK! Let's clone us some dog!
",61,4,7
"13107","Fry: Yeah!
",61,4,7
"13108","Farnsworth: Very well. Let this abomination unto the Lord begin! [He pulls the chain again and Seymour is zapped and his DNA is extracted. ""Species: Canais Familiaris. Age: 15"" is displayed on a screen.] Interesting. It seems Seymour died at the ripe old age of 15.
",61,4,7
"13109","Fry: 15? You mean he lived for 12 more years after I got frozen?
",61,4,7
"13110","Farnsworth: Indeed.
",61,4,7
"13111","Fry: Stop the cloning.
",61,4,7
"13112","Farnsworth: Oh, sure! Smash the smart guy's machine!
",61,4,7
"13113","Bender: Fry, what's wrong?
",61,4,7
"13114","Fry: Think about it: Seymour lived a full life after I was gone. He probably even added new songs to his repertoire.
",61,4,7
"13115","Bender: But that's a good thing. Walking On Sunshine sucks noodles!
",61,4,7
"13116","Fry: I had Seymour till he was three. That's when I knew him and that's when I loved him. [He picks up Seymour's fossil.] I'll never forget him. But he forgot me a long, long time ago.
",61,4,7
"13117","Zoidberg: Hurry up with the water. I'm steaming inside my own shell, I am. It's that hot, it is!
",62,4,8
"13118","Leela: Hi-yah!
",62,4,8
"13119","Fry: Man, it's hot! [different voice] How hot is it? [normal voice] It's so hot, I poured McDonald's coffee in my lap to cool off. [He chuckles.] Johnny Carson said it.
",62,4,8
"13120","Leela: No, Nibbler! Don't drink the pool water! It's full of chlorine!
",62,4,8
"13121","Bender: Lightweights! Oh, wait, chlorine!
",62,4,8
"13122","Farnsworth: Perhaps this movie will help us take our minds off the heat.
",62,4,8
"13123","Bender: [jittery] Focus!
",62,4,8
"13124","Narrator: [voice-over] Global Warming Or: None Like It Hot!
",62,4,8
"13125","Narrator: [in movie] You're probably wondering why your ice cream went away. Well, Suzie, the culprit isn't foreigners, it's global warming!
",62,4,8
"13126","Suzie: [in movie] Gwobal wappa?
",62,4,8
"13127","Narrator: [in movie.] Uh, yeah! Meet Mr. Sunbeam. He comes all the way from the sun to visit Earth.
",62,4,8
"13128","Mr. Sunbeam: [in movie.] Hello, Earth! Just poppin' in to brighten your day! [He hums a tune.] And now I'll be on my way!
",62,4,8
"13129","Gas: [in movie] Not so fast, Sunbeam! We're greenhouse gases. You ain't goin' nowhere!
",62,4,8
"13130","Mr. Sunbeam: [in movie] Ooh! Ah! Oh, God, it hurts!
",62,4,8
"13131","Narrator: [in movie] Pretty soon, Earth is chock-full of sunbeams ... [Dead Sunbeams are piled up.] ... their rotting corpses heating our atmosphere.
",62,4,8
"13132","Suzie: [in movie] How do we get wid of the gweenhouse grasses?
",62,4,8
"13133","Narrator: [in movie] Fortunately, our handsomest politicians came up with a cheap, last-minute way to combat global warming. Ever since 2063 we simply drop a giant ice cube into the ocean every now and then.
",62,4,8
"13134","Suzie: [in movie] Just like Daddy puts in his drink every morning.  And then he gets mad.
",62,4,8
"13135","Narrator: [in movie] Of course, since the greenhouse gases are still building up, it takes more and more ice each time. [There are shots of bigger ice cubes being dropped into the ocean.] Thus solving the problem once and for all.
",62,4,8
"13136","Suzie: [in movie] But--
",62,4,8
"13137","Narrator: [angry; in movie.] Once and for all!
",62,4,8
"13138","Leela: Well, we just need one of those big ice cubes. Someone should call the losers who are supposed to deliver it. [The phone rings. Leela answers.] Hello?
",62,4,8
"13139","Nixon: [on screen] President Nixon here. [Zoidberg salutes.] I'm hiring you losers to deliver the ice. And hurry up! I'm sweating like J. Edgar Hoover trying to squeeze into a new girdle!
",62,4,8
"13140","Farnsworth: You heard the good news, everyone! Save the Earth, et cetera, et cetera! [He stands up and starts ushering them out.] Bye!
",62,4,8
"13141","Fry: Wait! Where do we get the ice?
",62,4,8
"13142","Farnsworth: The wha? Oh, Halley's Comet, of course. The only sufficient source of ice cubes that don't have bugs in them.
",62,4,8
"13143","Fry: Wow! Mining a comet! That sounds fun.
",62,4,8
"13144","Farnsworth: Yes, there's no safer occupation than mining. Especially when you're perched on a snowball whipping through space at a million miles an hour. [He mimes a snowball whipping through space at a million miles an hour.] Safe!
",62,4,8
"13145","Bender: [shouting] Deploying ice drill.
",62,4,8
"13146","Fry: Wow! That ice dispenser's so big, the ice crushes you! [He chuckles.] Yakov Smirnov said it.
",62,4,8
"13147","Leela: No, he didn't.
",62,4,8
"13148","Bender: [shouting] Activating ice drill.
",62,4,8
"13149","Fry: Oh, my God! It's out of ice! Like some outer space Motel 6!
",62,4,8
"13150","Leela: Completely out of ice?
",62,4,8
"13151","Bender: This could mean the end of the banana daiquiri as we know it ... also life.
",62,4,8
"13152","Linda: [on TV] With Halley's Comet out of ice, Earth is experiencing the devastating effects of sudden intense global warming.
",62,4,8
"13153","Morbo: [on TV] Morbo is pleased but sticky. The scorching heat has melted the polar ice caps, causing floods of biblical proportion.
",62,4,8
"13154","Randy: [on TV] They called me crazy for building this ark.
",62,4,8
"13155","Soupy: [on TV] You are crazy. You filled it with same-sex animal couples!
",62,4,8
"13156","Randy: [on TV] Hey! There are parts of the Bible I like and parts I don't like.
",62,4,8
"13157","Morbo: [voice-over; on TV] Direct your attention now to the African turtles seen here migrating to cooler homes in Holland.
",62,4,8
"13158","Bender: [crying] That poor turtle!
",62,4,8
"13159","Fry: Bender? Are you crying?
",62,4,8
"13160","Bender: [crying] Uh, no! Never!
",62,4,8
"13161","Morbo: [on TV] Morbo wishes these stalwart nomads peace among the Dutch tulips.
",62,4,8
"13162","Linda: [on TV] I'm sure those windmills will keep them cool.
",62,4,8
"13163","Morbo: [shouting; on TV] Windmills do not work that way! [He turns to the camera.] Goodnight!
",62,4,8
"13164","Bender: Well, everybody, I just saved a turtle. What have you done with your lives?
",62,4,8
"13165","Hermes: You went all the way to Holland already?
",62,4,8
"13166","Leela: Bender, a turtle isn't yourself. Why do you care about it?
",62,4,8
"13167","Bender: Because I also care deeply about things that remind me of myself. Like poor little Shelly here.
",62,4,8
"13168","Hermes: What could you possibly have in common with this walking soup mix?
",62,4,8
"13169","Bender: For one thing, we both have a tough outer shell. [He bangs his casing then the turtle's shell.] But lead a rich, inner life. And also ... well, you know.
",62,4,8
"13170","Leela: You're both alcoholic, whore-mongering, chain-smoking gamblers?
",62,4,8
"13171","Bender: No! It's just ... neither of us can get up when we get knocked on our back.
",62,4,8
"13172","Fry: What? I've seen you get up off your back tons of times.
",62,4,8
"13173","Bender: Those times I was slightly on my side.
",62,4,8
"13174","Hermes: Interesting. Maybe we should test this erectile dysfunction of yours, Bender.
",62,4,8
"13175","Bender: Uh, no! That's not necessary, really! I think I hear my factory recalling me. [Amy crouches behind Bender and he trips over her and he and the turtle land on their backs.] Oh! That's what I get for sharing my vulnerability with you.
",62,4,8
"13176","Van: Calling all scientists, calling all scientists. Be advised there will be a worldwide conference on global warming in Kyoto, Japan.
",62,4,8
"13177","Man: I've got a degree in homeopathic medicine!
",62,4,8
"13178","Van: You've got a degree in baloney!
",62,4,8
"13179","Amy: Professor Farnsworth, you're a scientist!
",62,4,8
"13180","Farnsworth: Forget it, I'm not going! I have my reasons! Shut up, all of you!
",62,4,8
"13181","Hermes: Strange. You haven't acted this suspicious since I found those ""ape bones"" in the basement.
",62,4,8
"13182","Farnsworth: My hip hurts! I'm in the middle of cooking a turkey! I have warranty cards to fill out! I am not just making excuses! Alright, I'll go!
",62,4,8
"13183","Woman #1: [shouting] Oh, God, I can't believe it!
",62,4,8
"13184","Woman #2: [shouting] I love you!
",62,4,8
"13185","Rivers: Oh, oh, oh! It's Professor Hubert Farnsworth! He's looking sharp in a standard white lab coat and dark slacks! His wristwatch is a Casio.
",62,4,8
"13186","Van: Thank you all for coming. It is my pleasure to introduce the host of the Kyoto Global Warming Convention. The inventor of the environment and first Emperor of the Moon: Al Gore.
",62,4,8
"13187","Al Gore's head: I have ridden the mighty Moon Worm.
",62,4,8
"13188","Fry: Good for him!
",62,4,8
"13189","Gore: My fellow Earthicans, as I discuss in my book Earth in the Balance and the much more popular Harry Potter and the Balance of Earth, we need to defend our planet against pollution. As well as dark wizards.
",62,4,8
"13190","Dark Wizard: Sure! Blame the wizards!
",62,4,8
"13191","Gore: That's why I'm offering a bag of Moon Sapphires to the first scientist who can solve this problem once and for all. [The audience ""Ooh's"".] Lovely, aren't they?
",62,4,8
"13192","Dark Wizard: Sapphires? [He cackles.] With those I could open the Gate of Kerash!
",62,4,8
"13193","Gore: First up is Professor Ogden Wernstrom.
",62,4,8
"13194","Farnsworth: Wernstrom!
",62,4,8
"13195","Wernstrom: Ladies and gentlemen, I have placed in orbit a giant mirror that will reflect 40% of the sun's rays, thus cooling Earth. Observe.
",62,4,8
"13196","Wernstrom: Problem solved.
",62,4,8
"13197","Man: Ooh! That's a little bright.
",62,4,8
"13198","Gore: Alright, what else we got?
",62,4,8
"13199","Fry: Professor, you're a professor. You must have some ideas.
",62,4,8
"13200","Farnsworth: Absolutely not! I won't speak! I've got nothing to hide!
",62,4,8
"13201","Gore: Our next speaker is Professor--
",62,4,8
"13202","Farnsworth: I demand the floor!
",62,4,8
"13203","Gore: Yes, it's your turn to speak.
",62,4,8
"13204","Farnsworth: Well nuts to me. I'm taking the stage! [He walks on stage.] I know the source of the greenhouse gases. But in my shame I've kept it secret for 75 long years. Oh, it haunts my memory still.
",62,4,8
"13205","Fry: Professor, no! Don't do it!
",62,4,8
"13206","Farnsworth: Don't do what? Don't use this memory ray so I can remember what happened back then?
",62,4,8
"13207","Farnsworth: [voice-over] It was October 17th at 1:54pm and 14 birds were flying by the window. I was working at Mom's Friendly Robot Company. Back then, you see, robots were slow-moving, stiff and a little on the uptight side.
",62,4,8
"13208","Prototype: Oh, dear. Might I favour master with a tender kiss on the forehead?
",62,4,8
"13209","Farnsworth: Oh, I've failed again.
",62,4,8
"13210","Prototype: Oh, dear! Oh, dear! Oh, dear!
",62,4,8
"13211","Farnsworth: [voice-over] The owner of the company pressured me to create a bigger sportier robot.
",62,4,8
"13212","Farnsworth: Stop!
",62,4,8
"13213","Farnsworth: [voice-over] It wasn't easy but, by sacrificing fuel efficiency, I succeeded.
",62,4,8
"13214","Mom: What was that?
",62,4,8
"13215","Farnsworth: A flaming burp.
",62,4,8
"13216","Mom: Does it always do that?
",62,4,8
"13217","Farnsworth: It's not always a burp. We still have one problem though: This robot will never meet emission standards.
",62,4,8
"13218","Mom: Crap spackle! [She slaps him.] We'll just call it a sport utility robot and classify it as a light truck.
",62,4,8
"13219","Farnsworth: Well, I suppose the environment can take one more for the team.
",62,4,8
"13220","Farnsworth: [voice-over] What a fool I was. If only I had made the effort to develop a cleaner-burning robot. But I was tired and in love.
",62,4,8
"13221","Mom: Take me now, you stud!
",62,4,8
"13222","Farnsworth: Oh, this is all my fault!
",62,4,8
"13223","Fry: That's awful, Professor. Especially the making-out part.
",62,4,8
"13224","Gore: Yeah, I didn't need to hear that.
",62,4,8
"13225","Farnsworth: All modern robots descend from my original smog-blasting designs. And that's the cause of global warming today.
",62,4,8
"13226","Wernstrom: Huh, so the robots are to blame. As I suspected. [He speaks into the microphone.] We are left with only one possible course of action, grim though it be.
",62,4,8
"13227","Bender: I got a good feeling about this!
",62,4,8
"13228","Wernstrom: We must immediately and permanently shut down, dismantle and destroy all robots!
",62,4,8
"13229","Bender: No!
",62,4,8
"13230","Farnsworth: Wait, surely there's a better--
",62,4,8
"13231","Van: The conference is over.
",62,4,8
"13232","Gore: I must go now, to help collect cans on Jupiter. Peace out, y'all!
",62,4,8
"13233","Crowd: [chanting] Destroy all robots! Destroy all robots!
",62,4,8
"13234","Amy: Poor Bender.
",62,4,8
"13235","Fry: Be brave, my friend.
",62,4,8
"13236","Leela: Come on. You've got to come out of your chest sometime. [She holds up a bottle of beer.] Would you do it for a Bender snack?
",62,4,8
"13237","Fry: Aha!
",62,4,8
"13238","Leela: Gotcha!
",62,4,8
"13239","Bender: Let me go! I don't even want the stupid beer! [They struggle with the bottle. Bender pulls it away and runs off with it.] Yes! You tried to trick me into coming out of my chest. But who has the beer now? [He cackles and his head comes out. He drinks the beer and flag appears on his antenna.] I've got mail!
",62,4,8
"13240","Amy: Ooh! It's a party, apparently.
",62,4,8
"13241","Nixon: [on card] Do you like to party? To boogie down? Well I'm throwing an all-night beach raver for my robot pals. It all goes down Saturday on the isolated Galapagos Islands where there will be no escape ... from the fun! All robots must attend.
",62,4,8
"13242","Zoidberg: Strange: Why would Nixon, an awkward, uncomfortable man, suddenly throw a party, one of the most social events imaginable? [He snaps his claws.] It's a trap, is why! They're going to deactivate all the robots! [No one reacts.] I don't hear any gasping.
",62,4,8
"13243","Leela: We all figured that out.
",62,4,8
"13244","Bender: Well, I'm off.
",62,4,8
"13245","Fry: Wait! We could hide you. We'll pile fruit on you and claim you're a bowl.
",62,4,8
"13246","Bender: No. I'm going to the party.
",62,4,8
"13247","Fry: I won't let you!
",62,4,8
"13248","Bender: Fry, as you know, there are lots of things I'm willing to kill for. Jewels, vengeance, Father O'Mally's weed whacker. But, at long last, I've found something I'm willing to die for: This mindless turtle.
",62,4,8
"13249","Fry: Bender, this world isn't good enough for you.
",62,4,8
"13250","Bender: Not even close. Goodbye, everybody! Don't touch my stuff after I'm dead. [He leaves.] [shouting] It's booby trapped!
",62,4,8
"13251","Robot #1: Oh, yeah!
",62,4,8
"13252","Robot #2: Come on, baby!
",62,4,8
"13253","Bender: Poor guy. Maybe you'd feel better if I had a drink. [He pumps a keg but it is dry.] Crummy keg! It's completely ta-- Oh, you're a robot!
",62,4,8
"13254","Keg Robot: Don't stop!
",62,4,8
"13255","Bender: Ew!
",62,4,8
"13256","Nixon: Attention, happening robots: Who's got what it takes to party with Nixon? [The robots cheer.] You fellas enjoy yourselves for the next two hours. And be sure not to leave the island, uh, for at least two hours. I'm going out to pick up some smokes ... uh, really good smokes. Two hours. [The robots cheer.] OK, headless body of Agnew, let's blow this joint!
",62,4,8
"13257","Crushinator: [mechanical voice] Do you want to dance?
",62,4,8
"13258","Bender: Nah, I'm not really in the--
",62,4,8
"13259","Crushinator: [mechanical voice] You know you want to.
",62,4,8
"13260","Wernstrom: Per your orders, I modified my mirror to fire a colossal electromagnetic pulse at the Galapagos. Every robot will be instantly and painfully terminated. Now for your part of the bargain.
",62,4,8
"13261","Nixon: Aroo! Very well. Agnew, you belong to Wernstrom now.
",62,4,8
"13262","Bender: I'll say goodbye now. There ain't not turtles where daddy's a-going. [whispering] Don't tell anybody, but Nixon's about to shut all robots off and--
",62,4,8
"13263","Boom Mic-bot: [shouting] What?
",62,4,8
"13264","Robot #3: [shouting] We're gonna die!
",62,4,8
"13265","Preacherbot: [shouting] We're going to the great beyond!
",62,4,8
"13266","Chain Smoker: [shouting] Nixon's not bringing the smokes!
",62,4,8
"13267","Bender: Shut up and pay attention to me, Bender! [The robots stop panicking and turn around. Roberto stabs the robot who couldn't make his payments in Bender Gets Made.] Look, I love life and its pleasures as much as anyone here. Except perhaps you, Hedonismbot. [The Hedonismbot eats grapes.] But we need to be shut off! Especially you, Hedonismbot!
",62,4,8
"13268","Hedonismbot: I apologise for nothing!
",62,4,8
"13269","Bender: We pollute too much. We're destroying the world and killing the turtles.
",62,4,8
"13270","Preacherbot: To hell with the turtles!
",62,4,8
"13271","Bender: No one insults the turtles!
",62,4,8
"13272","Preacherbot: Oh, mercy!
",62,4,8
"13273","Bender: Come on!
",62,4,8
"13274","Hedonismbot: Let the games begin!
",62,4,8
"13275","Farnsworth: Everyone, listen!
",62,4,8
"13276","Preacherbot: Aw, damn!
",62,4,8
"13277","Farnsworth: I've devised a way to save you and stop global warming at the same time. Granted, you're all blasting out greenhouse gases--
",62,4,8
"13278","Bender: [shouting] You're one to talk!
",62,4,8
"13279","Farnsworth: But we can use those very gases to save the planet. If you all vent your exhaust directly upward in one burst, it should thrust the Earth further from the sun, thus cooling it. [The robots ""Ooh"".] By my calculations, we'll need the full force of every last robot. So, quickly, everyone point your exhaust vents straight upwards. [The robots turn their exhausts up.] Now vent! Vent like the wind! [The robots vent. A huge flame rises into the sky but nothing happens.] Harder! Harder!
",62,4,8
"13280","Fry: Why isn't this working?!
",62,4,8
"13281","Leela: Some lazy or polite robot is holding it in.
",62,4,8
"13282","Bender: Help! Help!
",62,4,8
"13283","Farnsworth: A billion robot lives are about to be extinguished. Oh, the Jedis are going to feel this one!
",62,4,8
"13284","Bender: I'm sorry, buddy. At least we'll die on our backs, helpless. [The turtle starts to rock from side to side.] Huh? What the hell are you doing? [It rocks onto it's feet and walks away.] Hey, you trying to make me look bad? [He rocks on his back, working his body with his arms and manages to get up.] Aha! I'm even greater than I thought I was! And now to fulfill my destiny.
",62,4,8
"13285","Nixon: Fire! [Wernstrom presses a button but the pulse misses.] What the--?
",62,4,8
"13286","Wernstrom: We missed!
",62,4,8
"13287","Nixon: Professor, for saving the Earth and foiling me, I proudly, yet angrily, present you with Earth's new highest honour: The Polluting Medal of Pollution.
",62,4,8
"13288","Farnsworth: Thank you. I deserve this!
",62,4,8
"13289","Bender: Hey, Professor, now that the Earth's orbit is further from the sun, won't that make the year longer?
",62,4,8
"13290","Farnsworth: Why, yes! One week longer to be exact.
",62,4,8
"13291","Nixon: In that case I hereby declare it Robot Party Week!
",62,4,8
"13292","Bender: Alright, baby!
",62,4,8
"13293","Farnsworth: Pazuzu, you ungrateful gargoyle! I put you through college, and this is how you repay me?
",63,4,9
"13294","Farnsworth: Let's get this gargoyle hunt on the road. Driving gloves, driving goggles, driving thong. There!
",63,4,9
"13295","Leela: Uh, maybe I should drive.
",63,4,9
"13296","Farnsworth: You? A woman? I'm trying to catch a monster, not find the quickest route to the mall! Let me just adjust the seat.
",63,4,9
"13297","Fry: My God! He's gonna do it! Everybody, seatbelts to maximum buckling.
",63,4,9
"13298","Farnsworth: [shouting; from ship] Pazuzu? Oh, Pazuzu?
",63,4,9
"13299","Randy: [from car] Hey, grandpa, move your wrinkly old kiester!
",63,4,9
"13300","Farnsworth: [from ship] Shut up!
",63,4,9
"13301","Leela: For Heaven's Gate, Professor. This ship can do 99% light speed. Why are we going 35 miles an hour?
",63,4,9
"13302","Farnsworth: Because we're in a hurry, that's why.
",63,4,9
"13303","Leela: Plus, you have the high beams on!
",63,4,9
"13304","Farnsworth: [from ship] I can't quite read the sign. [The high beams vaporise the sign and then destroy a space station similar to Deep Space Nine.] Pazuzu? Pazuzu?
",63,4,9
"13305","Bender: Yo, Captain Cataract? What are we doing here?
",63,4,9
"13306","Farnsworth: Oh, it's 2.30. We can still catch the early bird dinner special.
",63,4,9
"13307","Fry: Uh, aren't we looking for your gargoyle?
",63,4,9
"13308","Farnsworth: My wha?
",63,4,9
"13309","Farnsworth: Hello, Mavis! Surprised to see me back again so soon?
",63,4,9
"13310","Wanda: Mavis is dead.
",63,4,9
"13311","Farnsworth: I expect you'll want to see my angry, crotchety, grandpa discount card.
",63,4,9
"13312","Wanda: Sir, this card has expired.
",63,4,9
"13313","Farnsworth: But it's good for a lifetime.
",63,4,9
"13314","Wanda: Well, yours expired.
",63,4,9
"13315","Leela: Oh, Lord! Teeth do not belong in your pants, Professor.
",63,4,9
"13316","Farnsworth: Well, I can't keep them in my mouth. They're nuclear-powered!
",63,4,9
"13317","Fry: Ow! It bit my finger!
",63,4,9
"13318","Leela: No! No! It's tasted human blood!
",63,4,9
"13319","Farnsworth: Mmm! Damn good meat!
",63,4,9
"13320","Leela: Professor, we've talked it over and everybody thinks you're too old.
",63,4,9
"13321","Amy: Right on.
",63,4,9
"13322","Fry: Yup.
",63,4,9
"13323","Bender: Uh-huh!
",63,4,9
"13324","Hermes: We've decided to do the merciful thing and have you euthasised.
",63,4,9
"13325","Farnsworth: Dear God, no!
",63,4,9
"13326","Amy: Oh, relax, Professor. ""Youthasizing"" is a trendy, new spa treatment. It's this season's shark-cartilage enema.
",63,4,9
"13327","Farnsworth: But I like being old. I don't have to talk to my parents, no one asks me to help move their stuff, I don't need to understand today's ""edgy"" TV sitcoms.
",63,4,9
"13328","Leela: OK, OK. We're not gonna force you until I finish this sentence. Get him!
",63,4,9
"13329","Farnsworth: [shouting] My thong!
",63,4,9
"13330","Heather: Hi! I'm Heather, your personal Youthasizer. Let's get started with a nice botulism treatment, shall we?
",63,4,9
"13331","Farnsworth: Go to hell, Heather!
",63,4,9
"13332","Heather: Oh! [She smiles and draws a syringe of warm canned mushrooms.] In small doses, botchelism toxin tightens and tones the facial muscles instead of killing you in the most horrible fashion imaginable.
",63,4,9
"13333","Farnsworth: Give me back my floppy face!
",63,4,9
"13334","Farnsworth: Careful with the giblets!
",63,4,9
"13335","Heather: Hmm. You're still retaining a lot of grump in these joints. [She turns to the masseuse.] More pressure.
",63,4,9
"13336","Heather: Since this is such a serious case of old, we'll have to try our strongest treatment: A soothing full-body bath in searing-hot tar. [She indicates the pits.] Sir, it's not necessary or wise to be naked.
",63,4,9
"13337","Farnsworth: You sound just like my tennis instructor.
",63,4,9
"13338","Heather: The tar blisters the age right out of the body in what top scientists suspect is a miracle.
",63,4,9
"13339","Farnsworth: Oh, I don't have time for this. I have to go and buy a single piece of fruit with a coupon and then return it, making people wait behind me while I complain.
",63,4,9
"13340","Fry: He still sounds sorta old. Sorta real old.
",63,4,9
"13341","Bender: Step aside, lady. [He starts pumping.] Like everything else in life, pumping is just a primitive, degenerate form of bending. [He pumps harder and the tar starts bobbing around. It throws Farnsworth up and down. The staff watch.] [mean voice] C'mon, Bender, pump harder! Harder! [weak voice] I'm trying as hard as I can. [mean voice] Harder, damn you!
",63,4,9
"13342","Farnsworth: Well, that was an utter waste of time.
",63,4,9
"13343","Amy: Professor, it worked! You look young enough to be my father!
",63,4,9
"13344","Farnsworth: Poodle spit! [Heather scans him and the scanner displays ""53"". He gasps.] 53 years old? [He sighs.] Now I'll need a fake ID to rent ultra-porn.
",63,4,9
"13345","Fry: [voice breaking] This is great, Professor! We should go out and celebrate!
",63,4,9
"13346","Farnsworth: Dear Lord! You've all reverted to your childhood forms.
",63,4,9
"13347","Zoidberg: Hooray! I'm a teenage heartthrob again!
",63,4,9
"13348","Farnsworth: While I try to restore our normal ages, I expect you all to go about your jobs like responsible professionals.
",63,4,9
"13349","Hermes: It wasn't me, Mr. F. It was Amy! [He fires one at Zoidberg.] Stop it, Amy!
",63,4,9
"13350","Amy: You stink!
",63,4,9
"13351","Hermes: You know you did it!
",63,4,9
"13352","Farnsworth: Quiet! Quiet, I say!
",63,4,9
"13353","LaBarbara: We're here to take my little stub of a husband home. Hermes, say goodbye to Mr. Farnsworth.
",63,4,9
"13354","Hermes: Goodbye, Mr. Dumbsworth!
",63,4,9
"13355","Leela: Hey! This my chance to spend time with my parents too.
",63,4,9
"13356","Fry: But your parents are gross sewer mutants.
",63,4,9
"13357","Leela: When I was an orphan, I always wished I could grow up with my mom and dad. And now, thanks to being hurled backwards in time--
",63,4,9
"13358","Farnsworth: That's not what happened! Shut up and go live with your parents.
",63,4,9
"13359","Leela: It's gonna be totally awesome, Mom! You and me can bake and argue about my hairstyle hiding my pretty face. And if some kid picks on me, my dad can beat up his dad.
",63,4,9
"13360","Morris: Can't I just beat up the kid?
",63,4,9
"13361","Munda: Well, OK, Leela. If you think you can put up with your father, then welcome home. We'll try to respect your independence and freedom.
",63,4,9
"13362","Leela: No! I want the real teen experience: Chores, curfew, the works!
",63,4,9
"13363","Morris: Fine, Sweetiekins, we'll be the strictest parents ever. Now, let's all have some tequila to celebrate!
",63,4,9
"13364","Leela: Dad! I'm underage!
",63,4,9
"13365","Morris: Oh, right. Here's a silly straw.
",63,4,9
"13366","Mrs. Wong: Oh, my Amy's sweet little girl again! This is like a mother's dream. Bad dream, that is! At this rate, I'm never going to get a grandchild!
",63,4,9
"13367","Mr. Wong: Maybe she not grown up but she sure grown out! She fat!
",63,4,9
"13368","Amy: Dad, if you're gonna make fat jokes till I get cute again, I'm just gonna stay in my room.
",63,4,9
"13369","Mr. Wong: Stay in room? You so fat, you gonna stay all around room!
",63,4,9
"13370","Farnsworth: I've got to find a way to escape the horrible ravages of youth. Suddenly I'm going to the bathroom like clockwork every three hours. And those jerks at social security stopped sending me checks. Now I have to pay them!
",63,4,9
"13371","Bender: I'm tired of your yapping. [He rides into the room on a motorbike and knocks over a table.] All you ever do is complain, you never try to make things better. Well, I'm running away from this dead-end family! I know there's a place for people like me with new ideas. There has to be!
",63,4,9
"13372","Farnsworth: Fine! Get going!
",63,4,9
"13373","Bender: Oh, I'm going! You're gonna be all ""Where's Bender? I miss Bender"".
",63,4,9
"13374","Farnsworth: We won't know that until you leave.
",63,4,9
"13375","Bender: Oh, I'm leaving!
",63,4,9
"13376","Farnsworth: There's the door.
",63,4,9
"13377","Bender: I'll be good.
",63,4,9
"13378","Munda: Ah, do you have to shed your skin on the couch? What do we live in, a zoo?
",63,4,9
"13379","Morris: I'm getting the doorbell. [He gets up and opens the door. Fry stands in the doorway with flowers.] For me?
",63,4,9
"13380","Fry: [voice breaking] Oh, uh, hello, sir. It's a lovely evening you have tonight. Um, I'm here to pick up your daughter.
",63,4,9
"13381","Leela: Hi, Fry! I like your blazer.
",63,4,9
"13382","Fry: Thanks. These aren't pockets, they're just flaps. I put my money in my sock.
",63,4,9
"13383","Munda: So, where are you taking my daughter tonight?
",63,4,9
"13384","Fry: [voice breaking] A movie. [deep voice] A movie, ma'am.
",63,4,9
"13385","Morris: Well, whatever you're really doing, don't wake us if you get in after 12.
",63,4,9
"13386","Leela: Dad, you're being too lenient again! I have to be back by 11.
",63,4,9
"13387","Munda: OK, OK. You're the boss!
",63,4,9
"13388","Leela: No, I'm not!
",63,4,9
"13389","Fry: I'd like a sewer burger but without the rat faeces.
",63,4,9
"13390","Leela: What are you, on a diet?
",63,4,9
"13391","Moose: Uh, Leela, you look hot.
",63,4,9
"13392","Mandy: Jeez, Moose! Just dump me right in front of her, why don't you.
",63,4,9
"13393","Leela: Moose, Mandy; this is my friend Fry, from the surface.
",63,4,9
"13394","Mandy: Oh, so this is the famous Fry. What is he, like, the biggest loser on the surface so he has to hang out in the sewer?
",63,4,9
"13395","Fry: [whispering] They're onto me!
",63,4,9
"13396","Leela: Hey, come on! Let's act like grown-ups here. Wanna race?
",63,4,9
"13397","Moose: Uh, yeah!
",63,4,9
"13398","Sal: Theres. The world's drinkings water is safes for another days. [Moose's car comes flying through.] Whoas! [Followed by Leela's car.] Cripe!
",63,4,9
"13399","Leela: A tapeworm!
",63,4,9
